Measure,FR,FN
min,0.0,0.0
Q1,0.10393120470432643,1.6217200236281233
median,0.23152578379624006,17.15487243710958
Q3,6.99054195164051,308.7118892382031
max,2320.8124968057914,1453.0697072294276
mean,29.559449393537616,139.5129635905756
